mainFrameColor,3,8,4
jButton1,4,2,1
jButton2,0,1,0
jButton3,1,0,0
jButton4,5,5,5
jButton5,8,1,1
jButton6,9,3,4
jButton7,0,0,0
jButton8,11,4,0
jButton9,0,1,0
jButton10,0,7,2
jButton11,4,20,5
jButton12,1,1,1
jButton13,6,1,1
jButton14,1,1,7
jButton15,8,0,1
jButton16,6,3,0
jButton17,2,3,1
jButton18,15,13,11
jTextField1,0,1,222
jTextField1TextColor,1,0,2
jLabel1,2,0,3
jPanel1,3,1,0
jPanel2,0,5,1
jPanel3,1,0,0
jPanel4,0,1,0
jPanel5,4,4,1
